budget,imdb_id,original_language,runtime,revenue,genres1,genres2,genres3,prod1,prod2,prod3,weekday,month,year,day,cast1,cast2,cast3,cast4,cast5,director,producer,budget_log
30000000,tt0106519,3,144.0,9116675,1,5,7,2299,692,300,2,11,1993,10,1158,2228,14698,5723,47769,1150,1117763,17.216707972959764
78000000,tt1985966,3,95.0,34017930,3,8,4,480,1998,0,3,9,2013,26,19278,1772,3085,62831,62861,1046494,65857,18.17221939747438
40000000,tt1956620,3,97.0,14608152,4,0,0,699,1350,2004,3,7,2014,17,6941,41088,52997,475512,2879,51851,51613,17.50439003707821
23000000,tt0241025,3,141.0,4833900,7,15,0,81,794,0,2,9,2004,1,368,17648,1244,6979,5168,6495,38804,16.951004817371683
14000000,tt2084970,3,113.0,479352,11,7,17,261,305,0,4,11,2014,14,71580,116,1247,139549,85718,77965,1384724,16.454567959008102
8700000,tt1465487,5,105.0,52628,15,4,0,1733,413,794,2,3,2010,17,17497,65007,54292,24041,7062,8392,937260,15.978833698567334
5000000,tt1540011,3,90.0,9576057,17,12,0,2321,1244,1844,3,9,2016,15,1223879,1486488,1232689,1618066,86046,98631,565269,15.424948670398354
35000000,tt0209475,3,103.0,13510293,4,0,0,481,1055,569,4,1,2001,26,16866,10297,20746,20747,20748,20739,20743,17.370858648025116
35000000,tt0238546,3,101.0,14757535,7,9,12,2332,1453,2371,6,2,2002,10,56778,21352,22223,20239,47654,28741,46077,17.370858648025116
0,tt0109443,3,107.0,3136130,4,17,14,1369,0,0,4,5,1994,6,56159,3124,15152,7166,5658,8843,1297,0.0
15000000,tt1972571,3,121.0,2687227,17,0,0,1922,1244,766,4,7,2014,25,1233,53714,32,3872,5293,45052,1281632,16.52356082573315
14000000,tt0317132,3,106.0,10208431,4,7,8,2264,0,0,4,2,2005,18,8447,1285,18249,2639,66070,39819,-1,16.454567959008102
0,tt0445990,3,105.0,17031122,7,0,0,2366,0,0,4,8,2006,25,13240,17141,9281,27116,18313,21673,70701,0.0
0,tt2097298,3,128.0,11020798,7,0,0,2366,1345,0,4,2,2015,20,1269,1557921,1116973,1354957,1557923,15287,70700,0.0
53000000,tt1197624,3,109.0,21039502,7,5,17,749,710,2377,3,10,2009,15,134,17276,17782,14888,57451,37932,582624,17.78580249038432
26000000,tt0120631,3,121.0,8526904,7,15,4,2264,0,0,4,7,1998,31,69597,15336,5657,17198,15091,17167,58013,17.073607134447293
60000000,tt0104231,3,140.0,10194520,2,7,15,1015,2299,0,4,5,1992,22,500,2227,13638,10360,15746,6159,6159,17.909855136853043
110000000,tt1731141,3,114.0,27017351,16,1,2,2074,416,1524,2,10,2013,23,77996,3,130640,17140,2282,13079,1289014,18.5159909328476
78000000,tt0289765,3,124.0,36540945,5,17,12,2299,1369,0,6,9,2002,29,4173,819,5469,1037,1639,11091,5398,18.17221939747438
11000000,tt1233227,3,90.0,14118444,12,14,0,1244,2267,0,3,10,2009,22,2144,36055,22434,6576,12978,2150,2147,16.213405921671733
11500000,tt1659343,3,114.0,3181,17,1,16,1961,797,219,3,10,2012,4,15111,78110,16644,78552,585673,62941,1099074,16.257857680289998
100000000,tt0120917,3,78.0,9812302,2,3,4,2366,2365,0,5,12,2000,9,60950,1230,70243,9657,61980,61411,61417,18.420680753952364
70000000,tt0346156,3,107.0,15580278,14,1,17,1602,1461,1815,4,9,2004,17,9642,12052,1771,11701,39126,41378,41382,18.064005814299346
30000000,tt0210945,3,113.0,20905831,7,0,0,2366,1106,2116,4,9,2000,29,5292,883,43858,65829,17265,52358,770,17.216707972959764
100000000,tt0146675,3,121.0,20523595,1,9,12,227,0,0,2,11,1999,24,1100,5168,7166,17346,30485,37710,41587,18.420680753952364
20000000,tt1232207,3,120.0,231964,6,0,0,2182,1603,0,6,9,2009,6,17087,2155,938880,555311,938881,17087,-1,16.811242881518265
14000000,tt0105695,3,131.0,15018007,19,0,0,1312,2371,0,4,8,1992,7,190,193,192,194,3710,190,3717,16.454567959008102
4000000,tt0310793,3,120.0,209148,6,0,0,77,2196,2331,2,10,2002,9,17087,46432,19011,46433,10017,17087,17087,15.201805169084134
60000000,tt0349710,3,115.0,22088204,7,1,17,388,227,2229,4,10,2004,1,73421,8891,6857,418,9779,46297,20802,17.909855136853043
25000000,tt0107144,3,86.0,10250661,1,4,18,2264,1955,0,4,5,1993,21,6952,2177,3124,16554,10730,12936,57011,17.034386422832473
0,tt0243017,3,99.0,88977,3,7,0,813,2191,1027,1,1,2001,23,56934,569,1146,56935,6163,564,9537,0.0
49000000,tt0098987,3,104.0,6374391,1,4,17,2264,1966,0,2,7,1990,11,57906,10681,12949,57907,34485,16938,4699,17.707330876483063
97000000,tt2316204,3,122.0,36160621,12,16,17,2264,1904,299,1,5,2017,9,17288,77795,8289,62862,76961,578,578,18.390221546776935
0,tt4795124,3,115.0,12252439,4,0,0,1589,0,0,4,4,2017,28,239574,3136,2879,40462,21462,77089,-1,0.0
0,tt0117473,3,94.0,3132151,7,17,0,380,971,0,4,9,1996,13,2296,4587,11803,13936,15414,21371,-1,0.0
7500000,tt0304328,3,100.0,30599,5,7,0,2002,2069,761,6,3,2003,16,879,192,18686,205,588034,9612,-1,15.830413711839864
70000000,tt1078940,3,113.0,34286740,4,15,0,2299,2413,2064,5,9,2009,19,4937,50463,23532,40462,15277,12708,-1,18.064005814299346
120000000,tt0243585,3,78.0,15115152,8,2,3,480,2003,0,4,7,2002,19,521,16935,41419,67778,122552,18898,931,18.603002309079653
0,tt0772193,3,93.0,6048315,2,0,0,971,1891,1605,4,1,2007,12,10862,35980,18270,920,35981,35971,35974,0.0
3500000,tt0119164,3,91.0,176585,4,0,0,411,2264,1782,2,8,1997,13,18023,13633,57628,57629,207,57630,57632,15.068273812173887
20000000,tt0455407,3,101.0,16067552,14,12,1,1637,1613,1013,4,2,2010,26,18082,8329,29234,31838,103832,52609,20516,16.811242881518265
13000000,tt0089643,3,107.0,47906,4,15,0,480,0,0,2,12,1985,25,35,16896,50464,17444,83362,18854,-1,16.380459992348886
0,tt0090886,3,105.0,1402921,7,8,0,563,562,516,4,12,1986,12,3092,4431,5606,9880,-1,5696,-1,0.0
75000000,tt0166276,3,93.0,2685078,2,9,3,2264,4,2268,4,2,2001,23,18269,2233,1241,58317,4808,57646,17828,18.132998684833918
94000000,tt0266543,3,100.0,70251710,3,8,0,1664,0,0,4,5,2003,30,13,14,12,5293,18,7,9,18.358805350872576
11000000,tt0104952,3,120.0,7416751,4,7,0,2264,1578,1650,4,3,1992,13,4517,2877,3141,19505,56266,21217,18344,16.213405921671733
0,tt0092751,3,90.0,531362,15,5,7,895,2323,0,4,9,1987,25,785,176976,16560,192589,21354,39104,59623,0.0
65000000,tt0181316,3,93.0,19208806,1,4,5,480,0,0,4,9,1999,17,78029,36422,4169,11803,74615,56911,11874,17.989897843244528
42000000,tt0184858,3,124.0,8128356,17,0,0,601,1328,0,4,2,2000,25,880,33,6885,1117,10825,13776,6627,17.553180200057167
25000000,tt2568862,3,96.0,11932330,5,4,7,1476,2332,564,3,4,2017,6,192,3895,1903,125025,2876,5367,58470,17.034386422832473
30000000,tt0106941,3,94.0,4016220,4,15,0,2302,1015,0,4,10,1993,1,521,5503,660,56687,56688,5174,20169,17.216707972959764
18000000,tt2172935,3,93.0,1576561,13,0,0,714,1658,0,2,9,2013,25,122889,37698,57637,69230,69231,41671,-1,16.705882371415992
24000000,tt1007028,3,102.0,10065630,4,0,0,276,2330,0,3,9,2008,18,19274,9281,23658,19302,76525,19303,20503,16.993564429978885
66000000,tt0137494,3,112.0,20145595,15,7,14,804,1785,0,3,4,1999,29,738,1922,883,7868,10182,15148,10686,18.005165315142214
0,tt0083908,3,117.0,1690774,17,5,14,645,832,2212,4,3,1982,5,14501,15200,31196,10978,10168,9915,35851,0.0
4000000,tt0112427,3,113.0,49429,15,7,4,775,190,311,4,7,1995,21,4566,3291,95789,47754,2629,10723,996989,15.201805169084134
0,tt0913958,3,125.0,10413,6,0,0,0,0,0,4,10,2007,26,585000,-1,-1,-1,-1,16294,-1,0.0
18000000,tt0328589,3,113.0,9751425,15,0,0,2205,277,2229,2,4,2003,30,2882,25540,30083,5412,26669,36805,1127848,16.705882371415992
700000,tt4129870,3,88.0,34058,7,0,0,1148,900,213,4,9,2016,2,109868,21180,94432,1105441,1102331,1454850,1641320,13.45883704259595
27000000,tt0116209,3,162.0,278439,7,15,18,1402,2201,0,3,11,1996,14,5469,1137,5293,5470,5471,2239,5486,17.11134746100564
20000000,tt0293815,3,85.0,13010767,4,0,0,1476,0,0,4,11,2002,22,9778,51944,56902,65132,54800,65133,65135,16.811242881518265
5000000,tt3819668,11,93.0,1817937,1,2,3,2216,2262,0,5,4,2015,18,90496,122501,122193,65510,554387,1083452,-1,15.424948670398354
5000000,tt0243655,3,97.0,17481,4,0,0,705,0,0,4,7,2001,27,21197,11076,22215,22223,22226,22214,22216,15.424948670398354
18000000,tt1596346,3,106.0,10601862,8,1,7,1316,2242,321,4,4,2011,8,1285,9994,966053,96091,6065,129952,-1,16.705882371415992
40000000,tt0134119,3,139.0,12738237,17,5,7,1602,1402,2205,5,12,1999,25,1892,12052,9642,112,1233,2239,15906,17.50439003707821
13000000,tt4110568,7,170.0,1326267,7,8,15,713,197,1122,4,6,2015,5,72118,77234,120430,224223,81928,80386,78916,16.380459992348886
8000000,tt1800246,3,94.0,8742109,4,15,0,2240,0,0,2,1,2014,29,29222,996701,135651,17606,1110405,1211000,74534,15.894952224644102
12000000,tt0084726,3,113.0,14347221,1,2,16,1602,0,0,3,6,1982,3,1748,1749,1750,1751,1752,1788,1790,16.300417291085605
0,tt0271668,3,88.0,14369694,1,4,5,480,0,0,4,1,2003,17,78029,18324,10132,1103,21315,17494,20295,0.0
0,tt4230700,3,90.0,14149,7,14,17,1616,897,958,4,8,2016,26,3293,335,8534,2047,87070,5872,-1,0.0
52000000,tt0817230,3,125.0,56260707,4,15,0,1476,1132,1811,2,2,2010,10,56731,10860,51329,58115,18352,1201,66174,17.76675429577647
140000000,tt1528100,3,150.0,24115934,2,7,1,1904,417,197,2,12,2014,3,3894,33192,1241,84497,77335,578,1459846,18.757152987716434
0,tt0095560,3,95.0,2061464,8,9,16,1551,0,0,4,8,1988,12,936612,936613,4003,184498,22554,59023,-1,0.0
50000000,tt1343727,3,95.0,6278491,1,16,0,538,1790,997,4,9,2012,7,1372,52442,17286,65829,82193,43141,-1,17.72753358339242
2000000,tt0118736,3,91.0,36896,1,2,16,920,0,0,4,9,1998,18,103999,104000,104001,81192,104002,116653,62513,14.508658238524095
0,tt0456020,3,97.0,9404180,1,2,7,1744,0,0,4,6,2006,23,8169,22122,18291,60482,55395,6198,60475,0.0
17010000,tt0102729,3,96.0,5010810,4,5,14,2299,1965,1913,4,8,1991,9,519,2047,6008,68109,21520,15672,57154,16.64931202316099
61000000,tt1272878,3,109.0,27059130,1,4,5,2302,1322,679,4,8,2013,2,5292,13240,52851,2053,10430,67813,1237644,17.926384438531027
35000000,tt0785006,3,100.0,17012212,4,8,0,634,1491,0,4,1,2009,16,34847,60255,1896,27104,31031,109857,-1,17.370858648025116
150000000,tt0389790,3,91.0,38021044,8,3,2,1571,632,484,6,10,2007,28,16377,9137,12077,4756,9657,44114,44118,18.826145858727198
1500000,tt0099740,3,93.0,2381285,12,16,17,1574,311,2405,4,9,1990,14,32597,31714,663,590080,13604,42175,590074,14.220976332738882
20000000,tt1486193,3,113.0,6254,18,7,0,1383,610,852,3,4,2011,14,36669,5576,1271,21721,59192,16938,1327180,16.811242881518265
28000000,tt0363547,3,101.0,26722575,9,12,1,1470,2061,1372,4,3,2004,19,98,10182,4177,327,15232,15217,15220,17.147715103853763
12000000,tt0091276,3,100.0,2046576,14,16,12,368,0,0,2,1,1986,1,8963,9892,19207,35159,14852,10051,33009,16.300417291085605
9000000,tt0089003,3,92.0,5319116,1,5,7,367,0,0,4,11,1985,1,4960,87120,21523,1936,12660,19244,33009,16.012735246411598
0,tt2349144,3,108.0,12434,7,0,0,671,2089,36,5,7,2015,4,10859,77335,23459,124644,1981,53069,1242109,0.0
10500000,tt0139134,3,97.0,13020565,7,15,17,480,520,1485,4,3,1999,5,11863,11864,368,11826,7071,11873,11874,16.166885910365842
8000000,tt0297037,3,109.0,10738882,4,15,0,0,0,0,5,10,2002,5,5411,17637,4239,15758,74615,51866,-1,15.894952224644102
55000000,tt0970411,3,90.0,3129473,2,8,9,1670,2360,0,1,10,2008,7,36592,45051,5960,1532,2641,57193,60246,17.822843761378564
7500000,tt0094602,3,99.0,2037938,1,2,7,2371,0,0,4,4,1988,8,23880,2230,14731,4430,57597,12989,23880,15.830413711839864
15000000,tt3203606,3,124.0,74177,7,0,0,907,1044,1943,1,10,2015,27,17419,2882,15735,18050,52849,6737,957566,16.52356082573315
0,tt0093175,3,96.0,5712892,9,7,4,2229,0,0,4,11,1987,6,56881,19239,5168,21246,6168,113799,113799,0.0
31000000,tt0089927,3,91.0,19991537,7,0,0,2290,0,0,3,11,1985,21,16483,3094,4521,1101,921,16483,11472,17.249497794707484
19000000,tt1700841,3,83.0,34263534,2,3,4,480,2001,2003,0,7,2016,11,19274,41091,21007,19278,39995,142587,12080,16.759949589762293
0,tt2505938,3,86.0,6798,6,11,0,0,0,0,4,9,2013,6,1196508,10593,10592,10215,10594,1156075,-1,0.0
0,tt2884206,3,106.0,27652,16,7,0,2318,244,2384,4,7,2014,18,10692,222330,469759,215055,128645,45459,53077,0.0
0,tt0110366,3,82.0,10028065,15,4,8,2299,92,1150,4,8,1994,5,69395,67378,148996,2395,589,58448,66883,0.0
200000000,tt0383574,3,151.0,135634554,2,9,1,2366,1106,1915,1,6,2006,20,85,114,116,1640,2440,1704,2448,19.11382792951231
25000000,tt0099685,3,145.0,6368901,7,5,0,2421,0,0,2,9,1990,12,380,11477,4517,11478,7004,1032,11472,17.034386422832473
76000000,tt1690953,3,98.0,83517315,3,4,8,2299,1008,0,1,6,2013,25,4495,41091,4589,17743,59919,124748,5720,18.1462439114085
1,tt1436559,3,90.0,1378,4,15,0,3,1901,2350,4,6,2011,3,16855,34502,130782,523979,9274,20212,53016,0.6931471805599453
26000000,tt1798603,3,87.0,6176680,4,5,7,1043,312,1401,2,11,2016,23,879,8534,63992,19754,110014,54050,-1,17.073607134447293
8000000,tt1306980,3,100.0,8644095,4,7,0,2074,1318,0,4,9,2011,30,24045,19274,84223,18997,5657,56661,1149550,15.894952224644102
0,tt0118147,3,89.0,12479,6,0,0,1682,555,547,4,10,1996,25,65605,65606,65607,7172,44999,65608,65608,0.0
15000000,tt0361467,3,89.0,9350572,4,0,0,2366,0,0,1,2,2004,17,49265,28472,21104,17486,19537,58628,63614,16.52356082573315
47000000,tt0117002,3,104.0,2812620,7,12,17,2242,1451,0,4,2,1996,23,1204,6949,47722,5658,515,3224,52033,17.665658180950928
7000000,tt0844671,3,94.0,2153109,4,0,0,1369,0,0,3,8,2008,28,3272,77912,77913,77916,77917,77911,-1,15.76142084987672
6500000,tt0457530,3,100.0,518222,7,0,0,0,0,0,4,10,2005,21,164630,101396,33337,1049596,161909,1053020,-1,15.687312888712007
21000000,tt0236784,3,109.0,1837068,7,17,0,480,1367,0,6,2,2001,11,517,118,8944,10839,2039,19665,19665,16.860033043306743
0,tt0331468,3,118.0,8190574,14,17,0,2229,0,0,4,9,2003,19,6065,4430,10822,3196,37917,6111,6116,0.0
15000000,tt0163676,3,105.0,1505551,17,0,0,1421,0,0,2,7,2000,19,65239,15010,33286,19223,41249,56263,-1,16.52356082573315
0,tt2238050,3,91.0,6302,17,7,0,2404,2410,582,3,8,2014,14,94185,10912,22227,79795,109560,19224,-1,0.0
70000000,tt0770752,3,112.0,21589295,15,4,2,564,2371,0,3,2,2008,7,10297,11661,55636,1125,4433,17167,63515,18.064005814299346
0,tt1790886,3,85.0,26588460,4,0,0,709,840,2371,3,8,2012,9,23659,58225,32597,58224,461542,6737,58225,0.0
85000000,tt3640424,3,124.0,12701743,1,7,18,1602,837,1012,3,11,2016,17,287,8293,15440,16358,51988,24,24,18.258161826219297
0,tt0486578,3,96.0,17714821,1,4,0,526,0,0,4,1,2008,11,9778,58926,56903,18284,87118,109692,-1,0.0
250000000,tt3498820,3,147.0,179139142,2,1,16,2066,1334,2368,2,4,2016,27,16828,3223,1245,60898,53650,19272,10850,19.33697147982652
17000000,tt0093058,3,116.0,2217307,7,18,0,2038,2371,1457,4,6,1987,26,8654,2059,7132,8655,8656,240,240,16.648723960844016
0,tt0116839,3,92.0,1428658,1,16,0,1476,0,0,4,1,1996,12,29459,40009,58119,36898,72612,69721,64054,0.0
12000000,tt0084503,3,95.0,2712095,13,0,0,872,1369,2208,2,7,1982,14,71247,71248,71249,47991,994272,9168,7726,16.300417291085605
95000000,tt1667889,3,88.0,46629259,3,4,2,280,2263,0,1,6,2012,26,5723,15757,5713,5724,57599,229962,-1,18.36938746009113
150000000,tt1302011,3,91.0,47656302,3,8,0,632,0,0,2,5,2011,25,70851,11701,4483,64,18897,142312,946051,18.826145858727198
70000000,tt0408306,3,164.0,4152260,7,1,11,634,2299,92,3,12,2005,22,8783,8784,8785,2406,169,488,5664,18.064005814299346
0,tt0086494,3,88.0,3344942,9,4,16,2264,0,0,5,1,1983,1,8891,8892,1466,936,7077,27846,-1,0.0
35000000,tt0280665,3,114.0,2776248,17,5,15,694,1735,0,2,11,2002,6,11008,3131,9979,57121,2518,1150,3221,17.370858648025116
18000000,tt0337917,3,92.0,5824860,8,1,2,807,1291,1496,4,2,2004,6,37917,67602,41883,3130,8213,86195,86200,16.705882371415992
14000000,tt0192111,3,86.0,4804595,4,15,0,2302,0,0,4,2,2001,2,2140,33260,92857,29930,92859,54050,-1,16.454567959008102
75000000,tt1638355,3,116.0,13421036,4,1,2,556,2371,2407,3,8,2015,13,73968,53807,227454,1133349,90325,956,63127,18.132998684833918
3500000,tt2387433,3,97.0,8189166,16,17,12,81,287,176,3,2,2013,21,41292,52419,234479,18999,199298,116357,84348,15.068273812173887
15000000,tt0089853,3,82.0,114095,9,4,15,1551,0,0,4,3,1985,1,12021,8447,1004,12857,67199,1243,3658,16.52356082573315
30000000,tt2980210,3,97.0,1138578,4,7,0,2437,1133,1670,4,4,2016,22,31,20275,32683,17064,4139,1071,1604748,17.216707972959764
42000000,tt2170439,3,108.0,15457418,4,0,0,1476,240,1767,2,11,2014,26,23532,58224,95101,4491,1979,74619,-1,17.553180200057167
0,tt0093565,3,102.0,127599,4,7,15,1369,2040,0,4,12,1987,18,38225,2963,14830,3019,1004,13563,13563,0.0
0,tt0092897,3,86.0,2707980,4,0,0,2371,0,0,1,7,1987,14,92681,92682,92683,1208,41737,77300,-1,0.0
13000000,tt0107745,3,71.0,2206251,3,8,2,2264,930,0,4,6,1993,18,19610,26664,156853,193978,555638,90864,-1,16.380459992348886
0,tt1319744,3,125.0,7920,6,0,0,1131,1819,0,4,7,2011,29,1147924,933894,1147926,1147927,1147931,122449,566957,0.0
0,tt3660770,3,81.0,4577861,6,0,0,609,0,0,4,4,2015,17,56323,-1,-1,-1,-1,67589,-1,0.0
0,tt0097438,3,109.0,740780,7,0,0,2264,0,0,4,1,1989,13,2224,16832,4319,16833,97695,13488,11813,0.0
3500000,tt1615147,3,107.0,561906,17,7,0,239,233,2378,2,9,2011,28,1979,6162,16940,17306,122888,556172,937173,15.068273812173887
11000000,tt0811066,7,150.0,158227,1,5,7,2400,0,0,4,5,2007,25,35780,85881,85730,85668,86013,150478,-1,16.213405921671733
3000000,tt0092974,3,92.0,6171957,4,8,0,2229,1969,0,4,5,1987,22,12899,136105,17580,2886,142104,83961,-1,14.914123179965662
85000000,tt0284490,3,95.0,15011430,1,4,0,2332,1453,2371,3,3,2002,14,380,46074,776,46075,1748,46076,46079,18.258161826219297
4000000,tt1719071,3,119.0,8464,4,7,0,773,0,0,4,11,2011,18,6913,132157,7517,3416,12950,96172,1095401,15.201805169084134
0,tt0086374,3,92.0,655461,12,14,16,644,1253,0,4,9,1983,16,12406,44038,2958,4250,7071,97355,13718,0.0
46000000,tt0117731,3,111.0,30716131,16,1,2,1602,600,0,3,11,1996,21,2387,2388,1213786,2390,2391,2388,2383,17.6441519761925
25000000,tt0097733,3,114.0,20388800,1,2,4,1966,2371,0,4,7,1989,7,2461,2047,4517,14324,14325,7187,7187,17.034386422832473
80000000,tt3469046,3,96.0,72434025,1,3,2,1008,0,0,3,6,2017,15,4495,41091,34517,17743,124750,124747,-1,18.197537205138154
31000000,tt0327679,3,96.0,6169030,8,9,4,2432,682,0,4,4,2004,9,1813,12791,2130,2535,34901,62514,1246837,17.249497794707484
2500000,tt0097240,3,100.0,25805,5,7,0,181,0,0,5,9,1989,9,2876,6473,6474,69122,6465,5216,6468,14.731801689838349
0,tt0247196,3,134.0,85230,7,0,0,669,892,0,6,9,2000,3,3810,15533,85,40541,144474,7482,40544,0.0
0,tt0131857,3,103.0,3086105,4,0,0,2299,2469,0,1,7,1998,28,34517,34518,76244,35597,55624,12987,12987,0.0
19885552,tt0106912,3,109.0,6116484,7,12,17,1602,0,0,4,3,1993,12,61962,418,4138,36602,9976,27146,51612,16.805504046144204
20000000,tt0462229,3,84.0,4244142,1,4,5,1476,0,0,4,1,2007,5,5726,140,37045,18702,540,56911,-1,16.811242881518265
12000000,tt1020558,3,97.0,42826,2,1,7,1626,2277,401,0,2,2010,15,17288,18182,18616,15498,17287,57581,1102066,16.300417291085605
10000000,tt1185420,7,142.0,645604,7,4,15,591,0,0,3,11,2008,13,52971,77234,77235,35793,86060,146975,35736,16.118095750958314
0,tt0447016,3,80.0,14642,6,0,0,1257,0,0,4,10,2005,21,13309,2157,-1,-1,-1,1226900,-1,0.0
0,tt3717016,3,101.0,31718,4,0,0,1445,618,2098,4,2,2015,27,117669,71507,38026,34485,87579,1086408,6202,0.0
14000000,tt1663143,3,87.0,4101017,4,0,0,1602,1491,117,3,10,2012,25,191228,1148130,151254,928532,530618,168798,168812,16.454567959008102
0,tt0108596,3,123.0,14871,7,0,0,2371,0,0,4,12,1993,17,3087,194,4090,18277,60634,19798,-1,0.0
20000000,tt0477071,3,96.0,17558689,17,7,14,2242,988,1529,3,2,2007,8,18277,20402,58412,9781,61098,61087,61088,16.811242881518265
7000000,tt0125971,3,96.0,2631411,15,4,7,1402,650,0,0,8,1999,16,52647,20189,7447,17866,28633,77076,-1,15.76142084987672
3000000,tt4034354,3,97.0,105453,4,7,15,36,264,2099,4,6,2016,24,17142,10980,17628,1367516,76624,1317730,1602137,14.914123179965662
82000000,tt0216216,3,123.0,13020883,16,0,0,1656,0,0,4,11,2000,17,1100,4688,3417,12132,41819,1724,20206,18.22222981742365
0,tt0089695,3,85.0,739723,1,0,0,1482,0,0,4,5,1986,2,73659,15111,73660,73661,73662,35452,65981,0.0
0,tt0099128,3,94.0,4662488,4,0,0,2229,1971,245,4,6,1990,22,21278,21625,4517,12851,2231,21278,-1,0.0
14000000,tt0240900,3,86.0,2785283,4,15,0,2000,1909,0,4,2,2002,1,41088,50398,17881,5915,6941,113641,-1,16.454567959008102
0,tt0108525,3,95.0,13516699,13,4,0,1602,0,0,4,12,1993,10,12073,56159,4690,13445,58198,56155,56158,0.0
55000000,tt0338466,3,118.0,9411055,4,0,0,2264,495,0,2,12,2003,10,1892,17141,8170,19127,5950,7396,7408,17.822843761378564
14000000,tt0114666,3,99.0,2625339,17,0,0,971,1682,1062,4,9,1995,8,589,30613,20005,147119,1236832,17880,24051,16.454567959008102
80000000,tt0970416,3,104.0,30480153,7,16,17,2264,639,653,2,12,2008,10,6384,6161,8534,120724,8930,55499,120606,18.197537205138154
100000000,tt1386588,3,107.0,35543162,1,4,5,480,840,0,4,8,2010,6,23659,13240,8170,2231,18918,55710,61397,18.420680753952364
250000,tt0118842,3,113.0,52446,4,7,15,1402,2330,0,4,4,1997,4,880,16484,11662,20283,19302,19303,20503,12.429220196836383
15000000,tt0088939,3,154.0,1710333,7,0,0,92,2153,2371,2,12,1985,18,2395,13307,2047,13308,13309,488,13302,16.52356082573315
16000000,tt0339727,3,97.0,113620,7,13,15,1565,446,1930,6,5,2004,23,38581,17243,51536,5576,3266,66262,1599010,16.588099342704055
150000000,tt1077368,3,113.0,29685274,4,9,0,2332,1039,837,1,5,2012,8,85,1160,1283,17183,9012,510,938108,18.826145858727198
5000000,tt2908856,3,107.0,124680,15,4,7,192,473,589,1,9,2014,9,10978,8945,5470,2413,1421233,21960,1395356,15.424948670398354
750000,tt0421229,3,108.0,9744,4,7,0,0,0,0,4,11,2005,25,23709,36669,47733,8227,135180,69099,-1,13.527829818844937
110000000,tt0349903,3,125.0,39153380,17,5,0,2332,1917,1107,3,12,2004,9,1461,287,1922,1204,1271,1884,1888,18.5159909328476
27000000,tt0376541,3,104.0,7707972,7,15,0,480,0,0,2,12,2004,1,1204,9642,524,2296,23608,5342,8406,17.11134746100564
5000000,tt3614530,3,119.0,1375320,7,13,2,2299,287,939,3,10,2015,22,1189982,106490,89109,1313564,932091,54507,1252099,15.424948670398354
0,tt0105267,3,96.0,11066,1,2,4,1476,2088,0,4,3,1992,27,42746,124824,141,44547,1896,226513,1504197,0.0
2000000,tt0082250,3,88.0,1871487,1,5,17,366,0,0,5,2,1982,20,4960,15753,14830,19106,74682,19244,33009,14.508658238524095
50000000,tt0448011,3,121.0,24604751,1,2,7,2074,1447,699,3,3,2009,19,2963,9827,77334,77335,77336,21085,56052,17.72753358339242
0,tt0284494,3,84.0,23439,1,7,0,782,2049,0,0,1,2002,14,6804,57448,15439,945312,933686,1232592,113826,0.0
28000000,tt1430612,3,90.0,9516855,1,5,7,360,708,451,1,4,2014,22,8167,62439,150,112692,54793,928490,72903,17.147715103853763
24000000,tt0158811,3,87.0,4826049,9,4,16,480,1112,0,2,7,1999,14,64180,64181,64182,7908,68455,49903,44064,16.993564429978885
0,tt0104298,3,91.0,501230,2,3,8,1402,0,0,4,8,1992,14,2282,8318,15788,378,55643,1093528,-1,0.0
30000000,tt1674771,3,104.0,10283250,4,0,0,2371,465,0,2,6,2015,3,12799,5090,98953,16666,6863,183036,183044,17.216707972959764
260000000,tt0398286,3,100.0,48767052,3,8,0,2366,2364,0,2,11,2010,24,16855,69899,2517,1273208,18,121830,56612,19.376192192825954
50000000,tt1608290,3,100.0,13841146,4,0,0,1905,1778,0,5,2,2016,6,7399,887,23659,955,41091,7399,22302,17.72753358339242
80000000,tt1411697,3,102.0,85946294,4,0,0,1212,1251,899,2,5,2011,25,51329,27105,58225,21180,83586,57130,53394,18.197537205138154
25000000,tt0142192,3,110.0,5765300,1,5,14,1476,1009,0,4,3,1999,12,13240,1619,57748,8400,11397,15890,5379,17.034386422832473
2500000,tt0085636,3,98.0,6333259,12,14,16,2299,0,0,4,10,1982,22,11784,66199,6836,66200,66201,11777,2161,14.731801689838349
0,tt2334649,3,85.0,386291,7,0,0,798,1516,0,3,7,2013,25,135651,6944,53936,999605,79072,1056121,1280963,0.0
200000000,tt1228705,3,124.0,128122480,2,1,16,1334,0,0,2,4,2010,28,3223,12052,1896,1245,2295,15277,113675,19.11382792951231
92000000,tt0942385,3,107.0,25812796,1,4,0,634,873,1778,5,8,2008,9,7399,70851,3223,1733,4581,7399,1074886,18.33729914588288
45000000,tt0200550,3,100.0,17319282,4,7,13,1106,2229,0,6,7,2000,30,15555,28472,1230,59592,77897,48980,2446,17.622173069956816
175000000,tt0114898,3,135.0,21171780,2,1,0,2299,882,556,4,7,1995,28,1269,59350,3432,49832,59352,8300,1093,18.980296537602072
0,tt0092842,3,100.0,951548,12,17,5,1369,0,0,4,2,1987,6,2453,7505,37422,829,58406,6448,558101,0.0
0,tt0119640,3,108.0,2128565,1,4,15,2299,2139,1937,4,4,1997,18,74036,923,23959,58563,11357,42111,-1,0.0
